amm_number,product_name,manufacturer,submission_date,approval_date,clinical_trial_participants,reported_side_effects,batch_size,price_per_unit,production_cost,is_fraud,approval_time,price_to_cost_ratio,batch_size_variation,fast_approval,manufacturer_BioPharm Solutions,manufacturer_CureAll,manufacturer_HealthGen,manufacturer_MediVita,manufacturer_PharmaCorp
AMM-2023-343,PainAway,MediVita,2023-04-28,2023-05-10,1783,154,50000,40.75,11.93,1,12,3.415758591785415,0.5,1,False,False,False,True,False
AMM-2023-344,PainAway,MediVita,2023-05-19,2023-07-15,1261,19,100000,92.38,14.74,0,57,6.267299864314789,1.0,0,False,False,False,True,False
AMM-2023-345,MediSafeX,BioPharm Solutions,2023-03-27,2023-08-26,385,30,100000,30.96,7.7,0,152,4.020779220779221,1.0,0,True,False,False,False,False
AMM-2023-346,PainAway,HealthGen,2023-04-11,2023-07-03,808,48,100000,50.98,12.97,0,83,3.9306090979182726,1.0,0,False,False,True,False,False
AMM-2023-347,FlexiJoint,CureAll,2023-01-19,2023-01-22,269,20,100000,100.57,13.03,1,3,7.718342287029931,1.0,1,False,True,False,False,False
AMM-2023-348,PainAway,PharmaCorp,2023-04-08,2023-10-05,366,20,100000,228.67,9.41,1,180,24.300743889479275,1.0,0,False,False,False,False,True
AMM-2023-349,CardioPlus,PharmaCorp,2023-01-31,2023-04-29,1634,68,50000,26.45,7.36,0,88,3.5937499999999996,0.5,0,False,False,False,False,True
AMM-2023-350,CardioPlus,MediVita,2023-05-26,2023-09-12,625,6,200000,78.17,12.96,0,109,6.031635802469135,2.0,0,False,False,False,True,False
AMM-2023-351,FlexiJoint,PharmaCorp,2023-04-27,2023-05-09,1124,49,150000,50.34,10.58,1,12,4.758034026465029,1.5,1,False,False,False,False,True
AMM-2023-352,FlexiJoint,CureAll,2023-04-20,2023-05-31,951,71,100000,229.27,13.32,1,41,17.21246246246246,1.0,0,False,True,False,False,False
AMM-2023-353,MediSafeX,PharmaCorp,2023-06-13,2023-08-13,299,16,200000,44.75,6.94,0,61,6.448126801152737,2.0,0,False,False,False,False,True
AMM-2023-354,FlexiJoint,BioPharm Solutions,2023-01-05,2023-01-13,690,55,200000,51.42,10.96,1,8,4.6916058394160585,2.0,1,True,False,False,False,False
AMM-2023-355,MediSafeX,HealthGen,2023-01-11,2023-05-25,1852,38,50000,94.23,11.96,0,134,7.87876254180602,0.5,0,False,False,True,False,False
AMM-2023-356,QuickHeal,CureAll,2023-02-11,2023-06-25,1786,112,150000,133.97,9.9,1,134,13.532323232323233,1.5,0,False,True,False,False,False
AMM-2023-357,FlexiJoint,CureAll,2023-01-28,2023-07-22,751,40,100000,57.51,11.7,0,175,4.915384615384616,1.0,0,False,True,False,False,False
AMM-2023-358,FlexiJoint,HealthGen,2023-05-21,2023-06-08,1929,101,200000,49.2,10.45,1,18,4.708133971291867,2.0,1,False,False,True,False,False
AMM-2023-359,FlexiJoint,MediVita,2023-05-05,2023-07-01,982,70,150000,58.02,13.13,0,57,4.418888042650419,1.5,0,False,False,False,True,False
AMM-2023-360,MediSafeX,CureAll,2023-04-11,2023-08-20,460,10,200000,108.08,14.31,0,131,7.552760307477288,2.0,0,False,True,False,False,False
AMM-2023-361,QuickHeal,MediVita,2023-04-08,2023-09-22,921,84,200000,44.19,10.78,0,167,4.099257884972171,2.0,0,False,False,False,True,False
AMM-2023-362,MediSafeX,BioPharm Solutions,2023-06-22,2023-10-04,1941,104,150000,34.9,5.76,0,104,6.059027777777778,1.5,0,True,False,False,False,False
AMM-2023-363,QuickHeal,CureAll,2023-03-17,2023-06-22,2000,65,100000,66.36,10.02,0,97,6.6227544910179645,1.0,0,False,True,False,False,False
AMM-2023-364,MediSafeX,PharmaCorp,2023-06-13,2023-11-17,1583,24,150000,53.21,10.89,0,157,4.886134067952249,1.5,0,False,False,False,False,True
AMM-2023-365,MediSafeX,MediVita,2023-04-24,2023-06-22,1063,102,50000,41.84,8.41,0,59,4.975029726516053,0.5,0,False,False,False,True,False
AMM-2023-366,PainAway,HealthGen,2023-05-23,2023-09-02,1710,88,150000,26.77,5.59,0,102,4.788908765652952,1.5,0,False,False,True,False,False
AMM-2023-367,CardioPlus,MediVita,2023-01-22,2023-02-08,949,29,200000,54.64,7.69,1,17,7.105331599479844,2.0,1,False,False,False,True,False
AMM-2023-368,PainAway,CureAll,2023-04-19,2023-05-18,614,12,50000,73.12,9.66,1,29,7.569358178053831,0.5,1,False,True,False,False,False
AMM-2023-369,MediSafeX,PharmaCorp,2023-06-02,2023-08-17,1861,38,100000,87.53,12.84,0,76,6.816978193146418,1.0,0,False,False,False,False,True
AMM-2023-370,PainAway,MediVita,2023-03-10,2023-03-12,501,10,200000,22.83,6.23,1,2,3.664526484751203,2.0,1,False,False,False,True,False
AMM-2023-371,QuickHeal,CureAll,2023-06-19,2023-06-20,429,37,50000,28.26,9.1,1,1,3.105494505494506,0.5,1,False,True,False,False,False
AMM-2023-372,QuickHeal,MediVita,2023-02-12,2023-03-09,960,17,50000,41.88,9.77,1,25,4.286591606960083,0.5,1,False,False,False,True,False
AMM-2023-373,FlexiJoint,PharmaCorp,2023-06-21,2023-11-03,1634,158,50000,47.6,14.82,0,135,3.211875843454791,0.5,0,False,False,False,False,True
AMM-2023-374,CardioPlus,MediVita,2023-03-13,2023-08-29,1260,27,200000,81.2,14.2,0,169,5.71830985915493,2.0,0,False,False,False,True,False
AMM-2023-375,PainAway,MediVita,2023-04-06,2023-09-29,1414,81,50000,102.7,14.36,0,176,7.151810584958218,0.5,0,False,False,False,True,False
AMM-2023-376,MediSafeX,MediVita,2023-06-17,2023-11-11,1383,70,100000,46.89,6.11,0,147,7.67430441898527,1.0,0,False,False,False,True,False
AMM-2023-377,PainAway,CureAll,2023-06-15,2023-08-26,1712,73,150000,43.54,11.74,0,72,3.7086882453151615,1.5,0,False,True,False,False,False
AMM-2023-378,QuickHeal,CureAll,2023-01-23,2023-02-22,745,36,200000,21.59,5.18,0,30,4.167953667953668,2.0,0,False,True,False,False,False
AMM-2023-379,CardioPlus,HealthGen,2023-03-17,2023-08-09,1237,24,200000,47.83,6.03,0,145,7.93200663349917,2.0,0,False,False,True,False,False
AMM-2023-380,QuickHeal,CureAll,2023-03-18,2023-04-28,1709,105,150000,28.81,8.0,0,41,3.60125,1.5,0,False,True,False,False,False
AMM-2023-381,FlexiJoint,CureAll,2023-02-13,2023-08-02,1824,128,50000,102.76,13.98,0,170,7.350500715307582,0.5,0,False,True,False,False,False
AMM-2023-382,QuickHeal,HealthGen,2023-05-12,2023-10-27,461,34,200000,69.65,11.13,0,168,6.2578616352201255,2.0,0,False,False,True,False,False
AMM-2023-383,PainAway,MediVita,2023-06-12,2023-09-10,1249,63,50000,62.44,12.94,0,90,4.825347758887172,0.5,0,False,False,False,True,False
AMM-2023-384,PainAway,BioPharm Solutions,2023-01-25,2023-07-15,578,7,50000,135.63,6.8,1,171,19.945588235294117,0.5,0,True,False,False,False,False
AMM-2023-385,CardioPlus,HealthGen,2023-05-30,2023-09-16,1901,116,100000,53.54,7.76,0,109,6.899484536082475,1.0,0,False,False,True,False,False
AMM-2023-386,FlexiJoint,CureAll,2023-04-11,2023-08-25,308,29,50000,38.45,10.68,0,136,3.6001872659176035,0.5,0,False,True,False,False,False
AMM-2023-387,QuickHeal,HealthGen,2023-05-27,2023-11-15,1887,109,100000,37.16,6.82,0,172,5.448680351906158,1.0,0,False,False,True,False,False
AMM-2023-388,QuickHeal,CureAll,2023-02-21,2023-05-08,836,58,200000,60.25,8.38,0,76,7.1897374701670635,2.0,0,False,True,False,False,False
AMM-2023-389,FlexiJoint,MediVita,2023-03-29,2023-06-07,587,8,150000,72.69,12.92,0,70,5.626160990712074,1.5,0,False,False,False,True,False
AMM-2023-390,MediSafeX,CureAll,2023-01-13,2023-05-05,1218,75,150000,89.82,14.05,0,112,6.392882562277579,1.5,0,False,True,False,False,False
AMM-2023-391,QuickHeal,HealthGen,2023-03-08,2023-08-28,1910,79,50000,60.3,14.68,0,173,4.107629427792915,0.5,0,False,False,True,False,False
AMM-2023-392,QuickHeal,BioPharm Solutions,2023-06-22,2023-11-22,1243,26,150000,67.97,11.81,0,153,5.755292125317527,1.5,0,True,False,False,False,False
AMM-2023-393,FlexiJoint,BioPharm Solutions,2023-03-05,2023-08-16,1229,72,50000,192.9,8.95,1,164,21.553072625698327,0.5,0,True,False,False,False,False
AMM-2023-394,QuickHeal,CureAll,2023-05-20,2023-09-19,225,5,100000,99.96,14.47,0,122,6.908085694540428,1.0,0,False,True,False,False,False
AMM-2023-395,PainAway,CureAll,2023-01-04,2023-04-23,426,37,50000,48.0,7.7,0,109,6.233766233766234,0.5,0,False,True,False,False,False
AMM-2023-396,CardioPlus,BioPharm Solutions,2023-01-13,2023-02-05,635,27,150000,27.52,6.11,1,23,4.504091653027823,1.5,1,True,False,False,False,False
AMM-2023-397,CardioPlus,PharmaCorp,2023-02-21,2023-03-24,994,12,200000,54.31,13.35,0,31,4.068164794007491,2.0,0,False,False,False,False,True
AMM-2023-398,FlexiJoint,HealthGen,2023-01-08,2023-05-01,1547,33,150000,54.72,8.43,0,113,6.4911032028469755,1.5,0,False,False,True,False,False
AMM-2023-399,FlexiJoint,PharmaCorp,2023-01-27,2023-05-13,1536,147,150000,67.94,14.86,0,106,4.5720053835800805,1.5,0,False,False,False,False,True
AMM-2023-400,CardioPlus,CureAll,2023-06-05,2023-06-27,298,15,50000,78.09,11.25,1,22,6.941333333333334,0.5,1,False,True,False,False,False
AMM-2023-401,MediSafeX,CureAll,2023-03-10,2023-05-28,1260,9,200000,50.97,8.83,0,79,5.772366930917327,2.0,0,False,True,False,False,False
AMM-2023-402,CardioPlus,CureAll,2023-06-25,2023-09-17,1089,89,150000,86.33,14.05,0,84,6.144483985765124,1.5,0,False,True,False,False,False
AMM-2023-403,MediSafeX,CureAll,2023-01-20,2023-06-25,721,59,100000,62.52,12.43,0,156,5.029766693483508,1.0,0,False,True,False,False,False
AMM-2023-404,MediSafeX,MediVita,2023-05-24,2023-06-29,1578,155,150000,21.54,6.81,0,36,3.1629955947136565,1.5,0,False,False,False,True,False
AMM-2023-405,QuickHeal,BioPharm Solutions,2023-05-23,2023-06-20,692,60,100000,75.45,12.61,1,28,5.98334655035686,1.0,1,True,False,False,False,False
AMM-2023-406,QuickHeal,CureAll,2023-02-17,2023-05-04,259,17,150000,30.91,5.29,0,76,5.843100189035916,1.5,0,False,True,False,False,False
AMM-2023-407,MediSafeX,PharmaCorp,2023-01-19,2023-06-02,1772,121,100000,47.96,6.51,0,134,7.367127496159755,1.0,0,False,False,False,False,True
AMM-2023-408,QuickHeal,BioPharm Solutions,2023-03-27,2023-04-04,1392,54,100000,45.88,5.94,1,8,7.723905723905724,1.0,1,True,False,False,False,False
AMM-2023-409,QuickHeal,CureAll,2023-03-11,2023-04-04,685,21,50000,91.35,13.32,1,24,6.858108108108108,0.5,1,False,True,False,False,False
AMM-2023-410,PainAway,MediVita,2023-05-02,2023-07-29,346,14,100000,47.0,14.78,0,88,3.1799729364005414,1.0,0,False,False,False,True,False
AMM-2023-411,QuickHeal,HealthGen,2023-06-24,2023-11-17,1047,7,50000,33.98,11.03,0,146,3.080689029918404,0.5,0,False,False,True,False,False
AMM-2023-412,MediSafeX,HealthGen,2023-05-26,2023-07-08,1349,17,50000,27.33,5.16,0,43,5.296511627906976,0.5,0,False,False,True,False,False
AMM-2023-413,CardioPlus,BioPharm Solutions,2023-04-10,2023-06-21,1185,114,100000,59.81,8.38,0,72,7.137231503579952,1.0,0,True,False,False,False,False
AMM-2023-414,FlexiJoint,HealthGen,2023-04-17,2023-08-15,1314,53,200000,102.97,13.61,0,120,7.565760470242469,2.0,0,False,False,True,False,False
AMM-2023-415,PainAway,BioPharm Solutions,2023-02-11,2023-05-06,243,8,100000,109.76,14.71,0,84,7.461590754588715,1.0,0,True,False,False,False,False
AMM-2023-416,CardioPlus,HealthGen,2023-02-09,2023-04-27,1437,75,100000,70.53,9.31,0,77,7.575725026852846,1.0,0,False,False,True,False,False
AMM-2023-417,PainAway,CureAll,2023-01-02,2023-02-28,888,16,150000,50.73,13.8,0,57,3.676086956521739,1.5,0,False,True,False,False,False
AMM-2023-418,MediSafeX,BioPharm Solutions,2023-04-23,2023-06-10,305,16,100000,99.38,13.56,0,48,7.328908554572271,1.0,0,True,False,False,False,False
AMM-2023-419,MediSafeX,BioPharm Solutions,2023-02-12,2023-03-30,798,61,50000,152.54,12.5,1,46,12.203199999999999,0.5,0,True,False,False,False,False
AMM-2023-420,MediSafeX,PharmaCorp,2023-04-28,2023-08-15,1226,38,150000,86.28,14.41,0,109,5.9875086745315755,1.5,0,False,False,False,False,True
AMM-2023-421,QuickHeal,PharmaCorp,2023-02-06,2023-03-27,1163,33,200000,101.55,14.56,0,49,6.9745879120879115,2.0,0,False,False,False,False,True
AMM-2023-422,PainAway,HealthGen,2023-02-14,2023-06-26,1687,82,200000,40.71,7.09,0,132,5.741889985895628,2.0,0,False,False,True,False,False
AMM-2023-423,FlexiJoint,BioPharm Solutions,2023-01-01,2023-01-11,247,5,50000,29.87,5.96,1,10,5.011744966442953,0.5,1,True,False,False,False,False
AMM-2023-424,PainAway,HealthGen,2023-05-28,2023-07-04,1228,28,200000,40.92,7.42,0,37,5.514824797843666,2.0,0,False,False,True,False,False
AMM-2023-425,MediSafeX,HealthGen,2023-01-11,2023-05-14,1537,29,50000,77.66,10.51,0,123,7.389153187440533,0.5,0,False,False,True,False,False
AMM-2023-426,CardioPlus,HealthGen,2023-02-21,2023-08-03,1290,117,200000,180.5,6.59,1,163,27.389984825493173,2.0,0,False,False,True,False,False
AMM-2023-427,FlexiJoint,MediVita,2023-04-20,2023-09-03,1722,170,50000,60.58,9.38,0,136,6.458422174840084,0.5,0,False,False,False,True,False
AMM-2023-428,FlexiJoint,HealthGen,2023-04-29,2023-10-25,1849,144,50000,46.48,11.02,0,179,4.217785843920145,0.5,0,False,False,True,False,False
AMM-2023-429,QuickHeal,MediVita,2023-05-13,2023-10-03,462,24,150000,15.53,5.06,0,143,3.0691699604743086,1.5,0,False,False,False,True,False
AMM-2023-430,MediSafeX,PharmaCorp,2023-06-21,2023-08-17,1337,13,200000,153.18,7.61,1,57,20.128777923784494,2.0,0,False,False,False,False,True
AMM-2023-431,CardioPlus,CureAll,2023-05-28,2023-11-11,651,35,100000,24.93,5.1,0,167,4.8882352941176475,1.0,0,False,True,False,False,False
AMM-2023-432,QuickHeal,CureAll,2023-06-17,2023-09-29,1313,93,150000,49.56,7.7,0,104,6.4363636363636365,1.5,0,False,True,False,False,False
AMM-2023-433,MediSafeX,HealthGen,2023-02-16,2023-04-19,1287,32,100000,29.68,5.92,0,62,5.013513513513513,1.0,0,False,False,True,False,False
AMM-2023-434,QuickHeal,CureAll,2023-03-17,2023-08-18,361,20,100000,81.15,10.87,0,154,7.465501379944803,1.0,0,False,True,False,False,False
AMM-2023-435,CardioPlus,PharmaCorp,2023-03-24,2023-05-17,973,70,50000,27.03,5.63,0,54,4.801065719360569,0.5,0,False,False,False,False,True
AMM-2023-436,QuickHeal,CureAll,2023-06-23,2023-07-24,795,12,150000,94.03,11.94,0,31,7.875209380234506,1.5,0,False,True,False,False,False
AMM-2023-437,MediSafeX,MediVita,2023-05-29,2023-07-17,556,42,150000,29.2,5.99,0,49,4.874791318864775,1.5,0,False,False,False,True,False
AMM-2023-438,MediSafeX,MediVita,2023-04-10,2023-05-27,1980,87,200000,43.19,13.05,0,47,3.3095785440613024,2.0,0,False,False,False,True,False
AMM-2023-439,FlexiJoint,MediVita,2023-05-17,2023-07-24,1663,9,200000,70.38,12.23,0,68,5.754701553556827,2.0,0,False,False,False,True,False
AMM-2023-440,QuickHeal,HealthGen,2023-06-14,2023-09-09,414,29,100000,59.64,8.93,0,87,6.678611422172453,1.0,0,False,False,True,False,False
AMM-2023-441,CardioPlus,CureAll,2023-05-22,2023-08-27,1912,24,200000,39.03,8.07,0,97,4.836431226765799,2.0,0,False,True,False,False,False
AMM-2023-442,FlexiJoint,MediVita,2023-05-19,2023-11-07,852,29,50000,220.41,10.46,1,172,21.071701720841297,0.5,0,False,False,False,True,False
AMM-2023-443,FlexiJoint,CureAll,2023-03-29,2023-05-22,1400,57,50000,26.53,8.72,0,54,3.0424311926605503,0.5,0,False,True,False,False,False
AMM-2023-444,FlexiJoint,CureAll,2023-03-22,2023-08-13,635,8,200000,39.99,6.84,0,144,5.8464912280701755,2.0,0,False,True,False,False,False
AMM-2023-445,CardioPlus,MediVita,2023-03-26,2023-05-10,1571,79,200000,24.93,7.51,0,45,3.3195739014647137,2.0,0,False,False,False,True,False
AMM-2023-446,QuickHeal,HealthGen,2023-01-18,2023-05-05,645,35,50000,94.73,14.4,0,107,6.5784722222222225,0.5,0,False,False,True,False,False
AMM-2023-447,CardioPlus,PharmaCorp,2023-01-20,2023-01-31,1048,103,50000,122.34,6.21,1,11,19.70048309178744,0.5,1,False,False,False,False,True
AMM-2023-448,MediSafeX,BioPharm Solutions,2023-03-22,2023-06-08,1483,28,150000,49.43,7.41,0,78,6.670715249662618,1.5,0,True,False,False,False,False
AMM-2023-449,CardioPlus,BioPharm Solutions,2023-03-26,2023-04-16,594,52,50000,51.04,6.53,1,21,7.816232771822358,0.5,1,True,False,False,False,False
AMM-2023-450,FlexiJoint,HealthGen,2023-06-12,2023-10-20,1556,93,200000,48.95,12.79,0,130,3.8272087568412827,2.0,0,False,False,True,False,False
AMM-2023-451,CardioPlus,CureAll,2023-05-09,2023-06-14,1983,34,200000,38.43,7.85,0,36,4.895541401273886,2.0,0,False,True,False,False,False
AMM-2023-452,PainAway,CureAll,2023-06-06,2023-08-27,1588,14,100000,64.0,8.89,0,82,7.199100112485938,1.0,0,False,True,False,False,False
AMM-2023-453,PainAway,PharmaCorp,2023-06-07,2023-11-25,1371,56,200000,85.86,11.24,0,171,7.6387900355871885,2.0,0,False,False,False,False,True
AMM-2023-454,MediSafeX,MediVita,2023-01-30,2023-03-14,1536,40,150000,51.89,8.97,0,43,5.784838350055741,1.5,0,False,False,False,True,False
AMM-2023-455,CardioPlus,MediVita,2023-06-08,2023-11-01,1530,123,200000,81.53,12.92,0,146,6.310371517027864,2.0,0,False,False,False,True,False
AMM-2023-456,QuickHeal,CureAll,2023-02-26,2023-05-02,999,29,200000,51.68,11.08,0,65,4.664259927797834,2.0,0,False,True,False,False,False
AMM-2023-457,QuickHeal,MediVita,2023-04-22,2023-06-22,530,39,150000,56.13,7.05,0,61,7.961702127659575,1.5,0,False,False,False,True,False
AMM-2023-458,CardioPlus,CureAll,2023-03-18,2023-07-07,275,16,100000,30.9,8.04,0,111,3.8432835820895526,1.0,0,False,True,False,False,False
AMM-2023-459,QuickHeal,HealthGen,2023-06-19,2023-10-10,1089,76,50000,29.7,6.04,0,113,4.917218543046357,0.5,0,False,False,True,False,False
AMM-2023-460,MediSafeX,PharmaCorp,2023-03-09,2023-05-12,916,33,100000,60.99,10.14,0,64,6.014792899408284,1.0,0,False,False,False,False,True
AMM-2023-461,QuickHeal,BioPharm Solutions,2023-04-22,2023-07-18,1260,106,200000,102.2,14.93,0,87,6.8452779638312125,2.0,0,True,False,False,False,False
AMM-2023-462,QuickHeal,CureAll,2023-04-12,2023-08-18,263,7,200000,342.42,12.37,1,128,27.681487469684726,2.0,0,False,True,False,False,False
AMM-2023-463,PainAway,MediVita,2023-02-15,2023-07-03,334,32,100000,74.17,13.42,0,138,5.526825633383011,1.0,0,False,False,False,True,False
AMM-2023-464,PainAway,BioPharm Solutions,2023-06-19,2023-06-30,470,16,50000,29.47,6.13,1,11,4.807504078303426,0.5,1,True,False,False,False,False
AMM-2023-465,MediSafeX,HealthGen,2023-02-07,2023-04-10,1541,122,150000,160.66,5.71,1,62,28.13660245183888,1.5,0,False,False,True,False,False
AMM-2023-466,MediSafeX,MediVita,2023-01-24,2023-05-17,452,42,50000,68.05,9.94,0,113,6.846076458752515,0.5,0,False,False,False,True,False
AMM-2023-467,PainAway,HealthGen,2023-03-28,2023-08-18,1575,65,150000,66.99,14.68,0,143,4.563351498637602,1.5,0,False,False,True,False,False
AMM-2023-468,QuickHeal,MediVita,2023-05-19,2023-07-17,681,68,150000,37.49,6.63,0,59,5.6546003016591255,1.5,0,False,False,False,True,False
AMM-2023-469,PainAway,PharmaCorp,2023-02-16,2023-04-27,374,7,50000,103.71,13.28,0,70,7.809487951807228,0.5,0,False,False,False,False,True
AMM-2023-470,FlexiJoint,BioPharm Solutions,2023-06-30,2023-11-07,1425,100,200000,99.03,14.99,0,130,6.606404269513009,2.0,0,True,False,False,False,False
AMM-2023-471,FlexiJoint,MediVita,2023-02-03,2023-03-25,973,40,150000,58.73,11.54,0,50,5.089254766031196,1.5,0,False,False,False,True,False
AMM-2023-472,FlexiJoint,PharmaCorp,2023-05-03,2023-07-23,678,8,50000,55.95,10.47,0,81,5.343839541547278,0.5,0,False,False,False,False,True
AMM-2023-473,FlexiJoint,MediVita,2023-03-19,2023-05-24,938,28,150000,43.3,5.96,0,66,7.26510067114094,1.5,0,False,False,False,True,False
AMM-2023-474,QuickHeal,BioPharm Solutions,2023-04-18,2023-10-02,671,23,200000,62.3,11.31,0,167,5.50839964633068,2.0,0,True,False,False,False,False
AMM-2023-475,PainAway,CureAll,2023-03-08,2023-03-23,526,10,100000,37.35,8.37,1,15,4.46236559139785,1.0,1,False,True,False,False,False
AMM-2023-476,CardioPlus,PharmaCorp,2023-02-08,2023-05-05,805,68,100000,100.77,13.66,0,86,7.37701317715959,1.0,0,False,False,False,False,True
AMM-2023-477,MediSafeX,PharmaCorp,2023-06-23,2023-10-05,1958,186,100000,68.3,13.67,0,104,4.996342355523043,1.0,0,False,False,False,False,True
AMM-2023-478,FlexiJoint,PharmaCorp,2023-03-29,2023-07-30,1558,22,150000,86.24,7.95,1,123,10.847798742138364,1.5,0,False,False,False,False,True
AMM-2023-479,PainAway,HealthGen,2023-06-20,2023-11-06,1159,55,200000,57.46,10.03,0,139,5.728813559322035,2.0,0,False,False,True,False,False
AMM-2023-480,MediSafeX,HealthGen,2023-05-17,2023-09-05,1526,53,100000,54.46,10.71,0,111,5.084967320261438,1.0,0,False,False,True,False,False
AMM-2023-481,FlexiJoint,MediVita,2023-04-23,2023-05-18,657,7,200000,71.65,11.59,1,25,6.182053494391718,2.0,1,False,False,False,True,False
AMM-2023-482,MediSafeX,BioPharm Solutions,2023-01-12,2023-02-03,815,80,150000,93.61,14.26,1,22,6.564516129032258,1.5,1,True,False,False,False,False
AMM-2023-483,FlexiJoint,PharmaCorp,2023-05-29,2023-10-02,1334,104,100000,211.75,12.03,1,126,17.60182876142976,1.0,0,False,False,False,False,True
AMM-2023-484,PainAway,BioPharm Solutions,2023-05-11,2023-05-27,1148,29,150000,70.85,12.12,1,16,5.845709570957095,1.5,1,True,False,False,False,False
AMM-2023-485,PainAway,PharmaCorp,2023-02-20,2023-05-01,640,23,200000,80.35,13.71,0,70,5.86068563092633,2.0,0,False,False,False,False,True
AMM-2023-486,QuickHeal,CureAll,2023-04-15,2023-04-19,321,26,50000,93.08,12.93,1,4,7.19876256767208,0.5,1,False,True,False,False,False
AMM-2023-487,CardioPlus,HealthGen,2023-03-05,2023-06-13,1020,75,50000,69.3,9.24,0,100,7.499999999999999,0.5,0,False,False,True,False,False
AMM-2023-488,FlexiJoint,MediVita,2023-05-20,2023-09-20,442,11,150000,50.27,9.7,0,123,5.182474226804125,1.5,0,False,False,False,True,False
AMM-2023-489,FlexiJoint,CureAll,2023-05-31,2023-07-14,1739,107,200000,46.29,11.05,0,44,4.189140271493212,2.0,0,False,True,False,False,False
AMM-2023-490,QuickHeal,CureAll,2023-02-12,2023-07-02,585,24,50000,49.77,6.52,0,140,7.633435582822087,0.5,0,False,True,False,False,False
AMM-2023-491,MediSafeX,CureAll,2023-02-18,2023-08-11,1061,39,100000,44.51,6.43,0,174,6.922239502332815,1.0,0,False,True,False,False,False
AMM-2023-492,PainAway,HealthGen,2023-04-10,2023-08-28,1441,66,100000,80.11,11.92,0,140,6.720637583892618,1.0,0,False,False,True,False,False
AMM-2023-493,QuickHeal,BioPharm Solutions,2023-01-09,2023-01-14,383,26,150000,78.6,10.16,1,5,7.7362204724409445,1.5,1,True,False,False,False,False
AMM-2023-494,FlexiJoint,HealthGen,2023-01-22,2023-07-03,820,76,200000,111.32,10.65,1,162,10.452582159624413,2.0,0,False,False,True,False,False
AMM-2023-495,MediSafeX,BioPharm Solutions,2023-05-25,2023-08-06,1132,9,200000,42.65,7.09,0,73,6.015514809590973,2.0,0,True,False,False,False,False
AMM-2023-496,PainAway,BioPharm Solutions,2023-06-05,2023-06-21,459,26,200000,22.6,6.17,1,16,3.6628849270664507,2.0,1,True,False,False,False,False
AMM-2023-497,FlexiJoint,MediVita,2023-02-09,2023-05-07,1395,26,50000,212.88,11.28,1,87,18.872340425531917,0.5,0,False,False,False,True,False
AMM-2023-498,FlexiJoint,CureAll,2023-03-08,2023-06-30,1311,24,50000,123.06,10.32,1,114,11.924418604651162,0.5,0,False,True,False,False,False
AMM-2023-499,CardioPlus,PharmaCorp,2023-03-19,2023-03-29,1111,88,200000,158.38,14.83,1,10,10.679703304113284,2.0,1,False,False,False,False,True
AMM-2023-500,FlexiJoint,PharmaCorp,2023-06-02,2023-09-16,742,60,100000,48.83,7.77,0,106,6.284427284427284,1.0,0,False,False,False,False,True
AMM-2023-501,FlexiJoint,BioPharm Solutions,2023-01-26,2023-04-10,866,64,150000,73.15,10.35,0,74,7.067632850241547,1.5,0,True,False,False,False,False
AMM-2023-502,QuickHeal,MediVita,2023-01-13,2023-07-12,926,31,200000,44.38,7.48,0,180,5.933155080213904,2.0,0,False,False,False,True,False
AMM-2023-503,FlexiJoint,HealthGen,2023-01-26,2023-04-05,1034,21,100000,137.29,5.29,1,69,25.952741020793948,1.0,0,False,False,True,False,False
AMM-2023-504,FlexiJoint,MediVita,2023-05-30,2023-11-23,1865,163,200000,39.59,12.51,0,177,3.1646682653876903,2.0,0,False,False,False,True,False
AMM-2023-505,MediSafeX,HealthGen,2023-01-09,2023-02-01,1223,95,150000,36.78,5.05,1,23,7.283168316831683,1.5,1,False,False,True,False,False
AMM-2023-506,PainAway,HealthGen,2023-02-14,2023-07-18,1411,12,100000,38.65,5.46,0,154,7.0787545787545785,1.0,0,False,False,True,False,False
AMM-2023-507,QuickHeal,MediVita,2023-01-10,2023-04-30,1765,38,200000,33.06,7.56,0,110,4.3730158730158735,2.0,0,False,False,False,True,False
AMM-2023-508,QuickHeal,CureAll,2023-03-09,2023-03-21,698,44,50000,63.03,11.22,1,12,5.617647058823529,0.5,1,False,True,False,False,False
AMM-2023-509,FlexiJoint,HealthGen,2023-03-25,2023-08-07,1464,63,50000,130.21,11.58,1,135,11.244386873920554,0.5,0,False,False,True,False,False
AMM-2023-510,CardioPlus,HealthGen,2023-06-10,2023-11-10,1826,20,100000,64.95,10.23,0,153,6.348973607038123,1.0,0,False,False,True,False,False
AMM-2023-511,PainAway,CureAll,2023-01-19,2023-01-28,1682,104,100000,29.61,6.07,1,9,4.878088962108731,1.0,1,False,True,False,False,False
AMM-2023-512,MediSafeX,MediVita,2023-02-17,2023-04-20,1529,143,200000,44.03,8.36,0,62,5.266746411483254,2.0,0,False,False,False,True,False
AMM-2023-513,CardioPlus,CureAll,2023-05-20,2023-11-14,1619,116,100000,89.76,12.12,0,178,7.405940594059407,1.0,0,False,True,False,False,False
AMM-2023-514,FlexiJoint,MediVita,2023-02-19,2023-07-16,1033,71,50000,40.5,9.12,0,147,4.440789473684211,0.5,0,False,False,False,True,False
